CGI_ID,log2FoldChange,SPID,Description,GOID,GOSlim_bin
CGI_10000218,12.5470483958353,Q9H116,GDNF-inducible zinc finger protein 1,GO:0006355,RNA metabolism
CGI_10000218,12.5470483958353,Q9H116,GDNF-inducible zinc finger protein 1,GO:0045892,RNA metabolism
CGI_10000281,221.107640822719,Q62737,Cytochrome b-245 light chain,GO:0001938,cell cycle and proliferation
CGI_10000281,221.107640822719,Q62737,Cytochrome b-245 light chain,GO:0003106,other biological processes
CGI_10000281,221.107640822719,Q62737,Cytochrome b-245 light chain,GO:0006801,other metabolic processes
CGI_10000281,221.107640822719,Q62737,Cytochrome b-245 light chain,GO:0006810,transport
CGI_10000281,221.107640822719,Q62737,Cytochrome b-245 light chain,GO:0006954,stress response
CGI_10000281,221.107640822719,Q62737,Cytochrome b-245 light chain,GO:0008217,other biological processes
CGI_10000281,221.107640822719,Q62737,Cytochrome b-245 light chain,GO:0014895,other biological processes
CGI_10000281,221.107640822719,Q62737,Cytochrome b-245 light chain,GO:0017004,cell organization and biogenesis
CGI_10000281,221.107640822719,Q62737,Cytochrome b-245 light chain,GO:0022900,other metabolic processes
CGI_10000281,221.107640822719,Q62737,Cytochrome b-245 light chain,GO:0030307,other biological processes
CGI_10000281,221.107640822719,Q62737,Cytochrome b-245 light chain,GO:0031667,other biological processes
CGI_10000281,221.107640822719,Q62737,Cytochrome b-245 light chain,GO:0042493,other biological processes
CGI_10000281,221.107640822719,Q62737,Cytochrome b-245 light chain,GO:0042554,other metabolic processes
CGI_10000281,221.107640822719,Q62737,Cytochrome b-245 light chain,GO:0045087,stress response
CGI_10000281,221.107640822719,Q62737,Cytochrome b-245 light chain,GO:0045730,other metabolic processes
CGI_10000281,221.107640822719,Q62737,Cytochrome b-245 light chain,GO:0050665,other metabolic processes
CGI_10000281,221.107640822719,Q62737,Cytochrome b-245 light chain,GO:0055114,other metabolic processes
CGI_10000281,221.107640822719,Q62737,Cytochrome b-245 light chain,GO:0070555,other biological processes
CGI_10000293,186.164813949828,O35142,Coatomer subunit beta',GO:0006810,transport
CGI_10000293,186.164813949828,O35142,Coatomer subunit beta',GO:0006886,transport
CGI_10000293,186.164813949828,O35142,Coatomer subunit beta',GO:0015031,transport
CGI_10000293,186.164813949828,O35142,Coatomer subunit beta',GO:0016192,transport
CGI_10000300,166.825532252415,Q6R7B1,Uncharacterized protein ORF115,GO:0006260,DNA metabolism
CGI_10000304,457.725645630953,Q4R4Y9,Eukaryotic initiation factor 4A-II,GO:0006412,protein metabolism
CGI_10000304,457.725645630953,Q4R4Y9,Eukaryotic initiation factor 4A-II,GO:0006413,protein metabolism
CGI_10000321,522.4013442333,Q5SVS4,Kidney mitochondrial carrier protein 1,GO:0006810,transport
CGI_10000321,522.4013442333,Q5SVS4,Kidney mitochondrial carrier protein 1,GO:0006839,transport
CGI_10000321,522.4013442333,Q5SVS4,Kidney mitochondrial carrier protein 1,GO:0008150,other biological processes
CGI_10000381,396.049542612721,Q5XGW6,Charged multivesicular body protein 4b,GO:0006810,transport
CGI_10000381,396.049542612721,Q5XGW6,Charged multivesicular body protein 4b,GO:0015031,transport
CGI_10000402,1207.15861590354,P15870,Histone H1-delta,GO:0006334,cell organization and biogenesis
CGI_10000408,243.177409971667,Q60648,Ganglioside GM2 activator,GO:0006629,other metabolic processes
CGI_10000408,243.177409971667,Q60648,Ganglioside GM2 activator,GO:0006665,other metabolic processes
CGI_10000408,243.177409971667,Q60648,Ganglioside GM2 activator,GO:0006689,other metabolic processes
CGI_10000408,243.177409971667,Q60648,Ganglioside GM2 activator,GO:0007611,other biological processes
CGI_10000408,243.177409971667,Q60648,Ganglioside GM2 activator,GO:0009313,other metabolic processes
CGI_10000408,243.177409971667,Q60648,Ganglioside GM2 activator,GO:0019915,other biological processes
CGI_10000408,243.177409971667,Q60648,Ganglioside GM2 activator,GO:0043085,other biological processes
CGI_10000408,243.177409971667,Q60648,Ganglioside GM2 activator,GO:0050877,other biological processes
CGI_10000408,243.177409971667,Q60648,Ganglioside GM2 activator,GO:0050885,other biological processes
CGI_10000417,56.2279135354197,Q12794,Hyaluronidase-1,GO:0005975,other metabolic processes
CGI_10000417,56.2279135354197,Q12794,Hyaluronidase-1,GO:0008152,other metabolic processes
CGI_10000417,56.2279135354197,Q12794,Hyaluronidase-1,GO:0008219,death
CGI_10000417,56.2279135354197,Q12794,Hyaluronidase-1,GO:0008285,cell cycle and proliferation
CGI_10000417,56.2279135354197,Q12794,Hyaluronidase-1,GO:0030214,other metabolic processes
CGI_10000536,342.883457452403,Q9CTN8,Lipoma HMGIC fusion partner-like 3 protein,GO:0008150,other biological processes
CGI_10000555,50.9938685345898,P79955,Carboxy-terminal kinesin 2,GO:0007018,other biological processes
CGI_10000580,89.4693649848414,Q9ESN6,Tripartite motif-containing protein 2,GO:0016567,protein metabolism
CGI_10000580,89.4693649848414,Q9ESN6,Tripartite motif-containing protein 2,GO:0043526,death
CGI_10000585,23.3078848205551,P09661,U2 small nuclear ribonucleoprotein A',GO:0000398,RNA metabolism
CGI_10000585,23.3078848205551,P09661,U2 small nuclear ribonucleoprotein A',GO:0006397,RNA metabolism
CGI_10000585,23.3078848205551,P09661,U2 small nuclear ribonucleoprotein A',GO:0008380,RNA metabolism
CGI_10000585,23.3078848205551,P09661,U2 small nuclear ribonucleoprotein A',GO:0010467,other metabolic processes
CGI_10000590,43.7304237649256,Q5BJP6,"Ribosome-releasing factor 2, mitochondrial",GO:0006184,other metabolic processes
CGI_10000590,43.7304237649256,Q5BJP6,"Ribosome-releasing factor 2, mitochondrial",GO:0006412,protein metabolism
CGI_10000590,43.7304237649256,Q5BJP6,"Ribosome-releasing factor 2, mitochondrial",GO:0032543,cell organization and biogenesis
CGI_10000590,43.7304237649256,Q5BJP6,"Ribosome-releasing factor 2, mitochondrial",GO:0032543,protein metabolism
CGI_10000590,43.7304237649256,Q5BJP6,"Ribosome-releasing factor 2, mitochondrial",GO:0032790,cell organization and biogenesis
CGI_10000610,57.1829180336896,A2A690,Protein TANC2,GO:0001701,developmental processes
CGI_10000611,325.754059480799,Q9CPW4,Actin-related protein 2/3 complex subunit 5,GO:0030833,cell organization and biogenesis
CGI_10000611,325.754059480799,Q9CPW4,Actin-related protein 2/3 complex subunit 5,GO:0030833,protein metabolism
CGI_10000627,66.1115743604096,Q9JM13,Rab5 GDP/GTP exchange factor,GO:0006810,transport
CGI_10000627,66.1115743604096,Q9JM13,Rab5 GDP/GTP exchange factor,GO:0006897,cell organization and biogenesis
CGI_10000627,66.1115743604096,Q9JM13,Rab5 GDP/GTP exchange factor,GO:0006897,transport
CGI_10000627,66.1115743604096,Q9JM13,Rab5 GDP/GTP exchange factor,GO:0008150,other biological processes
CGI_10000627,66.1115743604096,Q9JM13,Rab5 GDP/GTP exchange factor,GO:0015031,transport
CGI_10000683,88.2670457132941,Q8NCN5,"Pyruvate dehydrogenase phosphatase regulatory subunit, mitochondrial",GO:0006090,other metabolic processes
CGI_10000683,88.2670457132941,Q8NCN5,"Pyruvate dehydrogenase phosphatase regulatory subunit, mitochondrial",GO:0006546,other metabolic processes
CGI_10000683,88.2670457132941,Q8NCN5,"Pyruvate dehydrogenase phosphatase regulatory subunit, mitochondrial",GO:0010510,other metabolic processes
CGI_10000683,88.2670457132941,Q8NCN5,"Pyruvate dehydrogenase phosphatase regulatory subunit, mitochondrial",GO:0055114,other metabolic processes
CGI_10000692,124.770505955575,A4IF63,Tripartite motif-containing protein 2,GO:0016567,protein metabolism
CGI_10000692,124.770505955575,A4IF63,Tripartite motif-containing protein 2,GO:0043526,death
CGI_10000696,143.238180507478,Q10711,Endothelin-converting enzyme 2,GO:0006508,protein metabolism
CGI_10000696,143.238180507478,Q10711,Endothelin-converting enzyme 2,GO:0007420,developmental processes
CGI_10000696,143.238180507478,Q10711,Endothelin-converting enzyme 2,GO:0007507,developmental processes
CGI_10000696,143.238180507478,Q10711,Endothelin-converting enzyme 2,GO:0008152,other metabolic processes
CGI_10000696,143.238180507478,Q10711,Endothelin-converting enzyme 2,GO:0008277,signal transduction
CGI_10000696,143.238180507478,Q10711,Endothelin-converting enzyme 2,GO:0009790,developmental processes
CGI_10000696,143.238180507478,Q10711,Endothelin-converting enzyme 2,GO:0010002,developmental processes
CGI_10000696,143.238180507478,Q10711,Endothelin-converting enzyme 2,GO:0016486,protein metabolism
CGI_10000696,143.238180507478,Q10711,Endothelin-converting enzyme 2,GO:0032259,other metabolic processes
CGI_10000696,143.238180507478,Q10711,Endothelin-converting enzyme 2,GO:0042310,other biological processes
CGI_10000737,20.1478700581228,D2GXS7,Tripartite motif-containing protein 2,GO:0016567,protein metabolism
CGI_10000737,20.1478700581228,D2GXS7,Tripartite motif-containing protein 2,GO:0043526,death
CGI_10000738,290.845285020988,A7RKF6,tRNA-splicing ligase RtcB homolog,GO:0008033,RNA metabolism
CGI_10000839,500.827421642508,Q6PFY8,Tripartite motif-containing protein 45,GO:0008150,other biological processes
CGI_10000840,27.2183989399524,Q53E76,Glycosyltransferase-like domain-containing protein 1,GO:0009058,other metabolic processes
CGI_10000852,792.560558296959,A9JTP3,Baculoviral IAP repeat-containing protein 7,GO:0006915,death
CGI_10000852,792.560558296959,A9JTP3,Baculoviral IAP repeat-containing protein 7,GO:0006916,death
CGI_10000852,792.560558296959,A9JTP3,Baculoviral IAP repeat-containing protein 7,GO:0007275,developmental processes
CGI_10000852,792.560558296959,A9JTP3,Baculoviral IAP repeat-containing protein 7,GO:0010466,other biological processes
CGI_10000852,792.560558296959,A9JTP3,Baculoviral IAP repeat-containing protein 7,GO:0043154,death
CGI_10000852,792.560558296959,A9JTP3,Baculoviral IAP repeat-containing protein 7,GO:0051865,protein metabolism
CGI_10000877,295.12715426715,Q80V70,Multiple epidermal growth factor-like domains protein 6,GO:0008150,other biological processes
CGI_10000886,102.389985335235,P08183,Multidrug resistance protein 1,GO:0000086,cell cycle and proliferation
CGI_10000886,102.389985335235,P08183,Multidrug resistance protein 1,GO:0006200,other metabolic processes
CGI_10000886,102.389985335235,P08183,Multidrug resistance protein 1,GO:0006810,transport
CGI_10000886,102.389985335235,P08183,Multidrug resistance protein 1,GO:0042493,other biological processes
CGI_10000886,102.389985335235,P08183,Multidrug resistance protein 1,GO:0055085,transport
CGI_10000942,63.3347561398958,Q9GJU1,D(2) dopamine receptor,GO:0001659,other biological processes
CGI_10000942,63.3347561398958,Q9GJU1,D(2) dopamine receptor,GO:0001964,other biological processes
CGI_10000942,63.3347561398958,Q9GJU1,D(2) dopamine receptor,GO:0001975,other biological processes
CGI_10000942,63.3347561398958,Q9GJU1,D(2) dopamine receptor,GO:0001976,other biological processes
CGI_10000942,63.3347561398958,Q9GJU1,D(2) dopamine receptor,GO:0002027,other biological processes
CGI_10000942,63.3347561398958,Q9GJU1,D(2) dopamine receptor,GO:0002028,transport
CGI_10000942,63.3347561398958,Q9GJU1,D(2) dopamine receptor,GO:0002052,cell cycle and proliferation
CGI_10000942,63.3347561398958,Q9GJU1,D(2) dopamine receptor,GO:0002052,developmental processes
CGI_10000942,63.3347561398958,Q9GJU1,D(2) dopamine receptor,GO:0007165,signal transduction
CGI_10000942,63.3347561398958,Q9GJU1,D(2) dopamine receptor,GO:0007186,signal transduction
CGI_10000942,63.3347561398958,Q9GJU1,D(2) dopamine receptor,GO:0007195,other metabolic processes
CGI_10000942,63.3347561398958,Q9GJU1,D(2) dopamine receptor,GO:0007195,signal transduction
CGI_10000942,63.3347561398958,Q9GJU1,D(2) dopamine receptor,GO:0007212,signal transduction
CGI_10000942,63.3347561398958,Q9GJU1,D(2) dopamine receptor,GO:0007243,signal transduction
CGI_10000942,63.3347561398958,Q9GJU1,D(2) dopamine receptor,GO:0007270,cell-cell signaling
CGI_10000942,63.3347561398958,Q9GJU1,D(2) dopamine receptor,GO:0007409,cell organization and biogenesis
CGI_10000942,63.3347561398958,Q9GJU1,D(2) dopamine receptor,GO:0007409,developmental processes
CGI_10000942,63.3347561398958,Q9GJU1,D(2) dopamine receptor,GO:0007608,other biological processes
CGI_10000942,63.3347561398958,Q9GJU1,D(2) dopamine receptor,GO:0007625,other biological processes
CGI_10000942,63.3347561398958,Q9GJU1,D(2) dopamine receptor,GO:0007626,other biological processes
CGI_10000942,63.3347561398958,Q9GJU1,D(2) dopamine receptor,GO:0007628,other biological processes
CGI_10000942,63.3347561398958,Q9GJU1,D(2) dopamine receptor,GO:0007631,other biological processes
CGI_10000942,63.3347561398958,Q9GJU1,D(2) dopamine receptor,GO:0008104,other biological processes
CGI_10000942,63.3347561398958,Q9GJU1,D(2) dopamine receptor,GO:0008285,cell cycle and proliferation
CGI_10000942,63.3347561398958,Q9GJU1,D(2) dopamine receptor,GO:0008306,other biological processes
CGI_10000942,63.3347561398958,Q9GJU1,D(2) dopamine receptor,GO:0008542,other biological processes
CGI_10000942,63.3347561398958,Q9GJU1,D(2) dopamine receptor,GO:0009416,other biological processes
CGI_10000942,63.3347561398958,Q9GJU1,D(2) dopamine receptor,GO:0014059,transport
CGI_10000942,63.3347561398958,Q9GJU1,D(2) dopamine receptor,GO:0021853,developmental processes
CGI_10000942,63.3347561398958,Q9GJU1,D(2) dopamine receptor,GO:0021984,developmental processes
CGI_10000942,63.3347561398958,Q9GJU1,D(2) dopamine receptor,GO:0030336,other biological processes
CGI_10000942,63.3347561398958,Q9GJU1,D(2) dopamine receptor,GO:0030432,other biological processes
CGI_10000942,63.3347561398958,Q9GJU1,D(2) dopamine receptor,GO:0030534,other biological processes
CGI_10000942,63.3347561398958,Q9GJU1,D(2) dopamine receptor,GO:0030814,other metabolic processes
CGI_10000942,63.3347561398958,Q9GJU1,D(2) dopamine receptor,GO:0032228,cell-cell signaling
CGI_10000942,63.3347561398958,Q9GJU1,D(2) dopamine receptor,GO:0032922,other metabolic processes
CGI_10000942,63.3347561398958,Q9GJU1,D(2) dopamine receptor,GO:0034776,other biological processes
CGI_10000942,63.3347561398958,Q9GJU1,D(2) dopamine receptor,GO:0040018,other biological processes
CGI_10000942,63.3347561398958,Q9GJU1,D(2) dopamine receptor,GO:0042220,other biological processes
CGI_10000942,63.3347561398958,Q9GJU1,D(2) dopamine receptor,GO:0042417,other metabolic processes
CGI_10000942,63.3347561398958,Q9GJU1,D(2) dopamine receptor,GO:0042493,other biological processes
CGI_10000942,63.3347561398958,Q9GJU1,D(2) dopamine receptor,GO:0043266,transport
CGI_10000942,63.3347561398958,Q9GJU1,D(2) dopamine receptor,GO:0043278,other biological processes
CGI_10000942,63.3347561398958,Q9GJU1,D(2) dopamine receptor,GO:0043473,other biological processes
CGI_10000942,63.3347561398958,Q9GJU1,D(2) dopamine receptor,GO:0045776,other biological processes
CGI_10000942,63.3347561398958,Q9GJU1,D(2) dopamine receptor,GO:0048148,other biological processes
CGI_10000942,63.3347561398958,Q9GJU1,D(2) dopamine receptor,GO:0048149,other biological processes
CGI_10000942,63.3347561398958,Q9GJU1,D(2) dopamine receptor,GO:0048169,cell-cell signaling
CGI_10000942,63.3347561398958,Q9GJU1,D(2) dopamine receptor,GO:0048755,developmental processes
CGI_10000942,63.3347561398958,Q9GJU1,D(2) dopamine receptor,GO:0050482,transport
CGI_10000942,63.3347561398958,Q9GJU1,D(2) dopamine receptor,GO:0050709,transport
CGI_10000942,63.3347561398958,Q9GJU1,D(2) dopamine receptor,GO:0050804,cell-cell signaling
CGI_10000942,63.3347561398958,Q9GJU1,D(2) dopamine receptor,GO:0051482,signal transduction
CGI_10000942,63.3347561398958,Q9GJU1,D(2) dopamine receptor,GO:0051584,cell-cell signaling
CGI_10000942,63.3347561398958,Q9GJU1,D(2) dopamine receptor,GO:0051584,transport
CGI_10000942,63.3347561398958,Q9GJU1,D(2) dopamine receptor,GO:0051586,cell-cell signaling
CGI_10000942,63.3347561398958,Q9GJU1,D(2) dopamine receptor,GO:0051586,transport
CGI_10000942,63.3347561398958,Q9GJU1,D(2) dopamine receptor,GO:0051898,signal transduction
CGI_10000942,63.3347561398958,Q9GJU1,D(2) dopamine receptor,GO:0051967,cell-cell signaling
CGI_10000942,63.3347561398958,Q9GJU1,D(2) dopamine receptor,GO:0060124,cell-cell signaling
CGI_10000942,63.3347561398958,Q9GJU1,D(2) dopamine receptor,GO:0060124,transport
CGI_10000942,63.3347561398958,Q9GJU1,D(2) dopamine receptor,GO:0060134,other biological processes
CGI_10000942,63.3347561398958,Q9GJU1,D(2) dopamine receptor,GO:0060158,signal transduction
CGI_10000942,63.3347561398958,Q9GJU1,D(2) dopamine receptor,GO:0060160,signal transduction
CGI_10000947,876.437163329129,Q5ZKP7,Solute carrier family 25 member 36,GO:0006810,transport
CGI_10000947,876.437163329129,Q5ZKP7,Solute carrier family 25 member 36,GO:0032355,other biological processes
CGI_10000947,876.437163329129,Q5ZKP7,Solute carrier family 25 member 36,GO:0055085,transport
CGI_10000948,400.44902841421,Q5H9S7,DDB1- and CUL4-associated factor 17,GO:0016567,protein metabolism
CGI_10001013,153.847066842249,Q8VI63,MOB kinase activator 2,GO:0008150,other biological processes
CGI_10001049,1077.78634995234,Q9V3A4,Protein catecholamines up,GO:0006810,transport
CGI_10001049,1077.78634995234,Q9V3A4,Protein catecholamines up,GO:0007300,transport
CGI_10001049,1077.78634995234,Q9V3A4,Protein catecholamines up,GO:0030001,transport
CGI_10001049,1077.78634995234,Q9V3A4,Protein catecholamines up,GO:0042069,other metabolic processes
CGI_10001049,1077.78634995234,Q9V3A4,Protein catecholamines up,GO:0050790,other biological processes
CGI_10001049,1077.78634995234,Q9V3A4,Protein catecholamines up,GO:0055085,transport
CGI_10001070,226.956878676262,P55113,Zinc metalloproteinase nas-7,GO:0006508,protein metabolism
CGI_10001070,226.956878676262,P55113,Zinc metalloproteinase nas-7,GO:0009792,developmental processes
CGI_10001070,226.956878676262,P55113,Zinc metalloproteinase nas-7,GO:0040018,other biological processes
CGI_10001070,226.956878676262,P55113,Zinc metalloproteinase nas-7,GO:0043050,other biological processes
CGI_10001070,226.956878676262,P55113,Zinc metalloproteinase nas-7,GO:0060465,developmental processes
CGI_10001089,368.448025177355,Q09654,E3 ubiquitin-protein ligase arc-1,GO:0007264,signal transduction
CGI_10001089,368.448025177355,Q09654,E3 ubiquitin-protein ligase arc-1,GO:0008150,other biological processes
CGI_10001110,1127.10610760973,Q0P5D2,Cleavage and polyadenylation specificity factor subunit 6,GO:0006378,RNA metabolism
CGI_10001110,1127.10610760973,Q0P5D2,Cleavage and polyadenylation specificity factor subunit 6,GO:0006397,RNA metabolism
CGI_10001130,125.039267631003,A9MUT4,Glyoxylate/hydroxypyruvate reductase B,GO:0008152,other metabolic processes
CGI_10001130,125.039267631003,A9MUT4,Glyoxylate/hydroxypyruvate reductase B,GO:0055114,other metabolic processes
CGI_10001131,98.2646156150352,A4W948,Glyoxylate/hydroxypyruvate reductase A,GO:0055114,other metabolic processes
CGI_10001132,52.7615150971797,Q13263,Transcription intermediary factor 1-beta,GO:0000122,RNA metabolism
CGI_10001132,52.7615150971797,Q13263,Transcription intermediary factor 1-beta,GO:0001837,cell organization and biogenesis
CGI_10001132,52.7615150971797,Q13263,Transcription intermediary factor 1-beta,GO:0001837,developmental processes
CGI_10001132,52.7615150971797,Q13263,Transcription intermediary factor 1-beta,GO:0006281,DNA metabolism
CGI_10001132,52.7615150971797,Q13263,Transcription intermediary factor 1-beta,GO:0006281,stress response
CGI_10001132,52.7615150971797,Q13263,Transcription intermediary factor 1-beta,GO:0006351,RNA metabolism
CGI_10001132,52.7615150971797,Q13263,Transcription intermediary factor 1-beta,GO:0006355,RNA metabolism
